03/01/2026 - 03/31/2026
Franchisee - Sam Merrill
,
"Invoice Date","Description","Quantity","Rate","Amount"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's - New Smyrna Beach: 03/28/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f2","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's - New Smyrna Beach: 03/31/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/03/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/05/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/07/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f3","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/10/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/12/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f3","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/14/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/17/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/19/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/21/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f3","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/24/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f3, 50 Pound Dump f1","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/26/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/28/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hula's -Ormond Beach: 03/31/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/04/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Filter f3","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/06/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/07/2026 02:21am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/08/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/11/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/13/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/15/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/18/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f2","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/20/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f2","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/22/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/25/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $60.00","$60.00"
"FB","Total Waste Oil Collected (lbs)","120.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/27/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Jimmy Hulas-Port Orange: 03/29/2026 12:00am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $60.00","$60.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$60.00"
"Lenox at Merritt Island (Pacifica Residential Living): 03/02/2026 10:40am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $65.00","$65.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$65.00"
"Lenox at Merritt Island (Pacifica Residential Living): 03/12/2026 04:04pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $65.00","$65.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$65.00"
"Lenox at Merritt Island (Pacifica Residential Living): 03/16/2026 09:09am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $65.00","$65.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$65.00"
"Lenox at Merritt Island (Pacifica Residential Living): 03/19/2026 10:08am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $65.00","$65.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$65.00"
"Lenox at Merritt Island (Pacifica Residential Living): 03/26/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Dump f1","1","Charge: $65.00","$65.00"
"FB","Total Waste Oil Collected (lbs)","40.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$65.00"
"Lenox at Merritt Island (Pacifica Residential Living): 03/30/2026 12:00am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $65.00","$65.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$65.00"
"Lost Lagoon: 03/01/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f5","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/02/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/02/2026 08:17am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f5","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/03/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/04/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/04/2026 07:59am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/05/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f5, 50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/05/2026 10:07am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f5","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/06/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f5","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/06/2026 07:34am | Performed"
"FF","50 Pound Dump f5, 50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/07/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/07/2026 02:14am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f2","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/08/2026 12:00am | Performed"
"FF","50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/08/2026 01:38am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/09/2026 12:00am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f5, 50 Pound Dump f2, 50 Pound No Service f3","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/09/2026 02:24am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f3","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/10/2026 12:00am | Performed"
"FF","50 Pound Dump f5, 50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/10/2026 09:50am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/11/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f5","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/11/2026 02:36am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f5","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/11/2026 06:18am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f2","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/12/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f5","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/13/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f5, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/15/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f5, 50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/16/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f3, 50 Pound Filter f2","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/17/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f4, 50 Pound Dump f5, 50 Pound Dump f3, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/18/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f5","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/19/2026 12:00am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f2","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/20/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f5, 50 Pound Dump f4","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/21/2026 12:00am | Performed"
"FF","50 Pound Dump f5, 50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f2","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/22/2026 12:00am | Performed"
"FF","50 Pound Dump f5, 50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Filter f3, 50 Pound Dump f1","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/23/2026 12:00am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f2","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/24/2026 12:00am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f5","1","Charge: $30.00","$30.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$30.00"
"Lost Lagoon: 03/25/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f5","1","Charge: $30.00","$30.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
